1101-01	378025000005744526
1101-01	378025000005744250
1101-01	378025000005744533
1101-01	378025000005744540
1101-01	378025000005744113
1101-01	378025000005744564
1101-01	378025000005744236
1101-01	378025000005744038
1101-01	378025000005744243
1101-01	378025000005744229
1101-01	378025000005744106
1101-01	378025000005744557
1101-01	378025000005745509
1101-01	378025000005745516
1101-01	378025000005745653
1101-01	378025000005745745
1101-01	378025000005744908
1101-01	378025000005745264
1101-01	378025000005745943
1101-01	378025000005745400
1101-01	378025000005745387
1101-01	378025000005745363
1101-01	378025000005745394
1101-01	378025000005745257
1101-01	378025000005744915
1101-01	378025000005745851
1101-01	378025000005745226
1101-01	378025000005744892
1101-01	378025000005745868
1101-01	378025000005745820
1101-01	378025000005745721
1101-01	378025000005745578
1101-01	378025000005745554
1101-01	378025000005745530
1101-01	378025000005745196
1101-01	378025000005745912
1101-01	378025000005745707
1101-01	378025000005745424
1101-01	378025000005745523
1101-01	378025000005745547
1101-01	378025000005745660
1101-01	378025000005745691
1101-01	378025000005745738
1101-01	378025000005745790
1101-01	378025000005744885
1101-01	378025000005745233
1101-01	378025000005745370
1101-01	378025000005745417
1101-01	378025000005744939
1101-01	378025000005745202
1101-01	378025000005745240
1101-01	378025000005745882
1101-01	378025000005745899
1101-01	378025000005745929
1101-01	378025000005745714
1101-01	378025000005744922
1101-01	378025000005745561
1101-01	378025000005745356
1101-01	378025000005745219
1101-01	378025000005746643
1101-01	378025000005746452
1101-01	378025000005746513
1101-01	378025000005746537
1101-01	378025000005746650
1101-01	378025000005746551
1101-01	378025000005746636
1101-01	378025000005746735
1101-01	378025000005746759
1101-01	378025000005746445
1101-01	378025000005746476
1101-01	378025000005746506
1101-01	378025000005746544
1101-01	378025000005746674
1101-01	378025000005746742
1101-01	378025000005746612
1101-01	378025000005746490
1101-01	378025000005746773
1101-01	378025000005746520
1101-01	378025000005746629
1101-01	378025000005746766
1101-02	378025000004385461
1101-02	378025000004386772
1101-02	378025000004385799
1101-02	378025000004385454
1101-02	378025000004385485
1101-02	378025000004385492
1101-02	378025000004385751
1101-02	378025000004385478
1101-02	378025000004385737
1101-02	378025000004385775
1101-02	378025000004385805
1101-02	378025000004385812
1101-02	378025000004385447
1101-02	378025000004385720
1101-02	378025000004385744
1101-02	378025000004385768
1101-02	378025000004385782
1101-02	378025000004385829
1101-02	378025000004386598
1101-02	378025000004386536
1101-02	378025000004386581
1101-02	378025000004386574
1101-02	378025000004386543
1101-02	378025000004386550
1101-02	378025000004386567
1101-02	378025000004386734
1101-02	378025000004386710
1101-02	378025000004386703
1101-02	378025000004386673
1101-02	378025000004386642
1101-02	378025000004388691
1101-02	378025000004386666
1101-02	378025000004386659
1101-02	378025000004386628
1101-02	378025000004386499
1101-02	378025000004386482
1101-02	378025000004388684
1101-02	378025000004386635
1101-02	378025000004386611
1101-02	378025000004386604
1101-02	378025000004386727
1101-02	378025000004389193
1101-02	378025000004389490
1101-02	378025000004389506
1101-02	378025000004389513
1101-02	378025000004388677
1101-02	378025000004389179
